book_id,ADR_USD,hotel_id,city_id,star_rating,accommodation_type_name,chain_hotel,booking_date,checkin_date,checkout_date,checkin_day
38,32.86,104332,9395,2,Hotel,chain,10/8/16,8/10/16,10/10/16,weekend
39,78.92,297388,9395,2.5,Hotel,non-chain,10/8/16,4/10/16,6/10/16,weekday
40,145.15,373272,9395,4.5,Hotel,chain,10/8/16,2/10/16,5/10/16,weekend
41,81.8,331350,9395,3,Hotel,non-chain,10/8/16,2/10/16,5/10/16,weekend
42,75.42,297388,9395,2.5,Hotel,non-chain,10/8/16,9/10/16,12/10/16,weekend
43,93.82,21418,9395,4,Hotel,chain,10/8/16,3/10/16,5/10/16,weekday
44,130.21,257678,9395,4,Hotel,non-chain,10/8/16,8/10/16,11/10/16,weekend
45,78.92,297388,9395,2.5,Hotel,non-chain,10/8/16,5/10/16,6/10/16,weekday
46,122.22,309680,9395,3,Hotel,chain,10/8/16,9/10/16,10/10/16,weekend
47,86.92,577502,9395,3.5,Hotel,non-chain,10/8/16,7/10/16,8/10/16,weekday
48,50.84,297388,9395,2.5,Hotel,non-chain,11/8/16,5/10/16,6/10/16,weekday
49,47.84,1930960,9395,3,Hotel,non-chain,11/8/16,6/10/16,7/10/16,weekday
50,165.44,2313076,9395,5,Hotel,chain,11/8/16,1/10/16,2/10/16,weekend
51,91.24,298322,9395,3,Hotel,non-chain,11/8/16,6/10/16,7/10/16,weekday
52,266.06,525626,9395,5,Hotel,chain,11/8/16,5/10/16,6/10/16,weekday
53,80.94,297388,9395,2.5,Hotel,non-chain,11/8/16,6/10/16,7/10/16,weekday
54,43.36,197996,9395,3.5,Hotel,non-chain,12/8/16,8/10/16,9/10/16,weekend
55,70.88,474060,9395,3,Hotel,chain,12/8/16,6/10/16,9/10/16,weekday
56,164.36,2313076,9395,5,Hotel,chain,12/8/16,9/10/16,11/10/16,weekend
57,53.06,2356648,9395,3,Hostel,non-chain,12/8/16,3/10/16,6/10/16,weekday
58,109.36,21272,9395,4,Hotel,non-chain,12/8/16,1/10/16,3/10/16,weekend
59,126.78,2240838,9395,3.5,Hotel,non-chain,12/8/16,1/10/16,4/10/16,weekend
60,114.8,587866,9395,4,Serviced Apartment,non-chain,13/8/16,6/10/16,9/10/16,weekday
61,41.7,197996,9395,3.5,Hotel,non-chain,14/8/16,4/10/16,5/10/16,weekday
62,89.86,298322,9395,3,Hotel,non-chain,14/8/16,5/10/16,6/10/16,weekday
63,96.98,180166,9395,4,Hotel,chain,14/8/16,5/10/16,6/10/16,weekday
64,127.34,257678,9395,4,Hotel,non-chain,14/8/16,5/10/16,6/10/16,weekday
65,45.82,2325228,9395,2,Serviced Apartment,non-chain,14/8/16,5/10/16,6/10/16,weekday
66,24.94,596314,9395,1.5,Guest House / Bed & Breakfast,non-chain,14/8/16,7/10/16,8/10/16,weekday
67,62.72,363556,9395,3,Hotel,non-chain,14/8/16,2/10/16,3/10/16,weekend
68,40.84,197996,9395,3.5,Hotel,non-chain,14/8/16,8/10/16,9/10/16,weekend
69,53.52,197996,9395,3.5,Hotel,non-chain,14/8/16,2/10/16,3/10/16,weekend
70,79.26,297388,9395,2.5,Hotel,non-chain,14/8/16,13/10/16,16/10/16,weekday
71,48.9,551778,9395,2,Hotel,non-chain,15/8/16,1/10/16,2/10/16,weekend
72,134.64,150994,9395,3,Hotel,non-chain,15/8/16,6/10/16,7/10/16,weekday
73,141.68,179404,9395,3.5,Hotel,chain,15/8/16,1/10/16,4/10/16,weekend
74,104.78,21272,9395,4,Hotel,non-chain,15/8/16,10/10/16,11/10/16,weekday
75,85.5,577502,9395,3.5,Hotel,non-chain,15/8/16,2/10/16,4/10/16,weekend
76,237.15,475584,9395,5,Hotel,chain,15/8/16,13/10/16,15/10/16,weekday
77,83.18,331350,9395,3,Hotel,non-chain,15/8/16,4/10/16,6/10/16,weekday
78,79.62,297388,9395,2.5,Hotel,non-chain,16/8/16,2/10/16,4/10/16,weekend
79,155.84,216914,9395,3,Hotel,non-chain,16/8/16,15/10/16,17/10/16,weekend
80,54.58,216914,9395,3,Hotel,non-chain,16/8/16,14/10/16,15/10/16,weekday
81,72.04,216914,9395,3,Hotel,non-chain,16/8/16,6/10/16,8/10/16,weekday
82,168.44,96982,9395,4,Hotel,chain,17/8/16,14/10/16,15/10/16,weekday
83,58.34,197996,9395,3.5,Hotel,non-chain,17/8/16,3/10/16,5/10/16,weekday
84,78.1,920882,9395,3,Guest House / Bed & Breakfast,non-chain,17/8/16,7/10/16,9/10/16,weekday
85,76.86,298322,9395,3,Hotel,non-chain,17/8/16,1/10/16,3/10/16,weekend
86,54.86,197996,9395,3.5,Hotel,non-chain,17/8/16,10/10/16,11/10/16,weekday
87,109.12,309680,9395,3,Hotel,chain,17/8/16,11/10/16,12/10/16,weekday
88,92.8,331350,9395,3,Hotel,non-chain,17/8/16,14/10/16,17/10/16,weekday
89,176.86,180880,9395,4,Hotel,non-chain,17/8/16,13/10/16,14/10/16,weekday
90,51.48,197996,9395,3.5,Hotel,non-chain,17/8/16,2/10/16,4/10/16,weekend
91,144.46,866630,9395,3.5,Serviced Apartment,non-chain,17/8/16,2/10/16,4/10/16,weekend
92,47.06,1930960,9395,3,Hotel,non-chain,17/8/16,2/10/16,3/10/16,weekend
93,51.04,297388,9395,2.5,Hotel,non-chain,17/8/16,7/10/16,10/10/16,weekday
94,59.18,197996,9395,3.5,Hotel,non-chain,17/8/16,3/10/16,4/10/16,weekday
95,63.12,297388,9395,2.5,Hotel,non-chain,17/8/16,6/10/16,9/10/16,weekday
96,34.36,104332,9395,2,Hotel,chain,17/8/16,5/10/16,6/10/16,weekday
97,166.1,2313076,9395,5,Hotel,chain,17/8/16,4/10/16,6/10/16,weekday
98,128.46,373272,9395,4.5,Hotel,chain,17/8/16,9/10/16,11/10/16,weekend
99,139.2,21272,9395,4,Hotel,non-chain,17/8/16,7/10/16,10/10/16,weekday
100,216.92,180052,9395,5,Hotel,chain,18/8/16,7/10/16,8/10/16,weekday
101,48.22,197996,9395,3.5,Hotel,non-chain,18/8/16,17/10/16,18/10/16,weekday
102,86.42,152820,9395,4,Hotel,non-chain,18/8/16,1/10/16,2/10/16,weekend
103,211.14,2313076,9395,5,Hotel,chain,18/8/16,1/10/16,4/10/16,weekend
104,51.72,1930960,9395,3,Hotel,non-chain,18/8/16,8/10/16,9/10/16,weekend
105,90.78,298322,9395,3,Hotel,non-chain,18/8/16,9/10/16,10/10/16,weekend
106,82.82,782884,9395,3,Hotel,chain,19/8/16,1/10/16,3/10/16,weekend
107,18.85,889932,9395,2,Hostel,non-chain,19/8/16,3/10/16,6/10/16,weekday
108,118.36,1246920,9395,4,Hotel,non-chain,19/8/16,10/10/16,12/10/16,weekday
109,61.96,21378,9395,4,Hotel,non-chain,19/8/16,16/10/16,17/10/16,weekend
110,130.32,2278874,9395,4,Hotel,chain,19/8/16,14/10/16,16/10/16,weekday
111,124.96,298446,9395,4,Hotel,non-chain,19/8/16,1/10/16,3/10/16,weekend
112,41.06,197996,9395,3.5,Hotel,non-chain,19/8/16,1/10/16,2/10/16,weekend
113,107.6,21272,9395,4,Hotel,non-chain,19/8/16,3/10/16,6/10/16,weekday
114,54.28,475438,9395,3,Hotel,non-chain,19/8/16,2/10/16,3/10/16,weekend
115,309.32,96982,9395,4,Hotel,chain,19/8/16,17/10/16,19/10/16,weekday
116,343.68,96982,9395,4,Hotel,chain,19/8/16,17/10/16,20/10/16,weekday
117,186.56,1853178,9395,4,Hotel,non-chain,20/8/16,9/10/16,10/10/16,weekend
118,57.6,461084,9395,3,Hotel,non-chain,20/8/16,8/10/16,10/10/16,weekend
119,79.56,297388,9395,2.5,Hotel,non-chain,20/8/16,1/10/16,2/10/16,weekend
120,56.7,924698,9395,3,Hotel,non-chain,20/8/16,10/10/16,11/10/16,weekday
121,115.22,587866,9395,4,Serviced Apartment,non-chain,20/8/16,6/10/16,9/10/16,weekday
122,50.48,1913862,9395,3,Guest House / Bed & Breakfast,non-chain,20/8/16,9/10/16,10/10/16,weekend
123,107.4,21272,9395,4,Hotel,non-chain,20/8/16,6/10/16,7/10/16,weekday
124,127.06,2240838,9395,3.5,Hotel,non-chain,20/8/16,13/10/16,15/10/16,weekday
125,118.56,21418,9395,4,Hotel,chain,20/8/16,1/10/16,4/10/16,weekend
126,457.36,96982,9395,4,Hotel,chain,20/8/16,7/10/16,8/10/16,weekday
127,94.58,21418,9395,4,Hotel,chain,20/8/16,11/10/16,12/10/16,weekday
128,58.41,198004,9395,3,Hotel,non-chain,20/8/16,9/10/16,12/10/16,weekend
129,95.54,21418,9395,4,Hotel,chain,20/8/16,1/10/16,4/10/16,weekend
130,95.54,21418,9395,4,Hotel,chain,20/8/16,1/10/16,4/10/16,weekend
131,106.44,866630,9395,3.5,Serviced Apartment,non-chain,20/8/16,12/10/16,13/10/16,weekday
132,6.8,582528,9395,2,Hotel,non-chain,21/8/16,11/10/16,13/10/16,weekday
133,400.2,96982,9395,4,Hotel,chain,21/8/16,9/10/16,11/10/16,weekend
134,46.02,197996,9395,3.5,Hotel,non-chain,21/8/16,5/10/16,6/10/16,weekday
135,53.72,197996,9395,3.5,Hotel,non-chain,21/8/16,8/10/16,9/10/16,weekend
136,44.16,197996,9395,3.5,Hotel,non-chain,21/8/16,1/10/16,2/10/16,weekend
137,58.41,198004,9395,3,Hotel,non-chain,21/8/16,10/10/16,13/10/16,weekday
138,45.1,197996,9395,3.5,Hotel,non-chain,21/8/16,20/10/16,23/10/16,weekday
139,90.96,298322,9395,3,Hotel,non-chain,21/8/16,18/10/16,20/10/16,weekday
140,155.16,1991354,9395,4,Serviced Apartment,non-chain,21/8/16,1/10/16,2/10/16,weekend
141,170.04,1853178,9395,4,Hotel,non-chain,21/8/16,8/10/16,9/10/16,weekend
142,74.32,119996,9395,3,Hotel,non-chain,21/8/16,9/10/16,12/10/16,weekend
143,74.32,119996,9395,3,Hotel,non-chain,21/8/16,15/10/16,17/10/16,weekend
144,75.08,297388,9395,2.5,Hotel,non-chain,21/8/16,15/10/16,17/10/16,weekend
145,102.9,348814,9395,3.5,Hotel,non-chain,21/8/16,8/10/16,9/10/16,weekend
146,110.72,21272,9395,4,Hotel,non-chain,21/8/16,14/10/16,15/10/16,weekday
147,87.78,297388,9395,2.5,Hotel,non-chain,21/8/16,15/10/16,17/10/16,weekend
148,51.02,297388,9395,2.5,Hotel,non-chain,21/8/16,15/10/16,17/10/16,weekend
149,109.06,21272,9395,4,Hotel,non-chain,21/8/16,8/10/16,10/10/16,weekend
150,90.96,298322,9395,3,Hotel,non-chain,21/8/16,18/10/16,20/10/16,weekday
151,128.91,257678,9395,4,Hotel,non-chain,21/8/16,6/10/16,9/10/16,weekday
152,105.18,21272,9395,4,Hotel,non-chain,21/8/16,11/10/16,12/10/16,weekday
153,228.98,217846,9395,4.5,Serviced Apartment,non-chain,21/8/16,2/10/16,5/10/16,weekend
154,74.32,119996,9395,3,Hotel,non-chain,22/8/16,15/10/16,17/10/16,weekend
155,41.86,197996,9395,3.5,Hotel,non-chain,22/8/16,12/10/16,13/10/16,weekday
156,52.12,461084,9395,3,Hotel,non-chain,22/8/16,4/10/16,6/10/16,weekday
157,118.56,21418,9395,4,Hotel,chain,22/8/16,21/10/16,23/10/16,weekday
158,95.24,577502,9395,3.5,Hotel,non-chain,22/8/16,8/10/16,10/10/16,weekend
159,54.84,197996,9395,3.5,Hotel,non-chain,22/8/16,12/10/16,13/10/16,weekday
160,51.18,596878,9395,3.5,Hotel,chain,22/8/16,8/10/16,9/10/16,weekend
161,53.72,197996,9395,3.5,Hotel,non-chain,22/8/16,1/10/16,2/10/16,weekend
162,163.3,510678,9395,5,Hotel,non-chain,22/8/16,21/10/16,24/10/16,weekday
163,90.96,298322,9395,3,Hotel,non-chain,22/8/16,15/10/16,17/10/16,weekend
164,152.88,373272,9395,4.5,Hotel,chain,22/8/16,13/10/16,15/10/16,weekday
165,153.16,141282,9395,5,Hotel,chain,22/8/16,11/10/16,13/10/16,weekday
166,83.5,475894,9395,3,Serviced Apartment,non-chain,22/8/16,15/10/16,16/10/16,weekend
167,127.06,21272,9395,4,Hotel,non-chain,22/8/16,8/10/16,9/10/16,weekend
168,49.84,197996,9395,3.5,Hotel,non-chain,22/8/16,1/10/16,2/10/16,weekend
169,85.62,581660,9395,3,Hotel,non-chain,22/8/16,7/10/16,9/10/16,weekday
170,84.86,782884,9395,3,Hotel,chain,22/8/16,7/10/16,10/10/16,weekday
171,121.06,297388,9395,2.5,Hotel,non-chain,22/8/16,13/10/16,14/10/16,weekday
172,122.13,21294,9395,4,Hotel,chain,22/8/16,14/10/16,16/10/16,weekday
173,51.68,197996,9395,3.5,Hotel,non-chain,22/8/16,12/10/16,13/10/16,weekday
174,193.27,217846,9395,4.5,Serviced Apartment,non-chain,22/8/16,8/10/16,10/10/16,weekend
175,145.54,96982,9395,4,Hotel,chain,22/8/16,21/10/16,23/10/16,weekday
176,73.14,581660,9395,3,Hotel,non-chain,22/8/16,3/10/16,6/10/16,weekday
177,145.54,96982,9395,4,Hotel,chain,22/8/16,7/10/16,8/10/16,weekday
178,120.22,298446,9395,4,Hotel,non-chain,23/8/16,11/10/16,14/10/16,weekday
179,63.02,297388,9395,2.5,Hotel,non-chain,23/8/16,12/10/16,14/10/16,weekday
180,104.54,331350,9395,3,Hotel,non-chain,23/8/16,2/10/16,3/10/16,weekend
181,33.7,1605882,9395,2,Hostel,non-chain,23/8/16,1/10/16,2/10/16,weekend
182,86.06,782884,9395,3,Hotel,chain,23/8/16,7/10/16,10/10/16,weekday
183,97.06,577502,9395,3.5,Hotel,non-chain,23/8/16,1/10/16,3/10/16,weekend
184,107.26,21272,9395,4,Hotel,non-chain,23/8/16,2/10/16,4/10/16,weekend
185,187.38,180880,9395,4,Hotel,non-chain,23/8/16,7/10/16,9/10/16,weekday
186,54.32,197996,9395,3.5,Hotel,non-chain,23/8/16,6/10/16,7/10/16,weekday
187,136.44,179404,9395,3.5,Hotel,chain,23/8/16,1/10/16,4/10/16,weekend
188,121.62,21272,9395,4,Hotel,non-chain,23/8/16,8/10/16,10/10/16,weekend
189,71.04,474060,9395,3,Hotel,chain,23/8/16,19/10/16,21/10/16,weekday
190,136.76,21272,9395,4,Hotel,non-chain,23/8/16,6/10/16,7/10/16,weekday
191,53.64,297388,9395,2.5,Hotel,non-chain,23/8/16,18/10/16,21/10/16,weekday
192,131.16,373272,9395,4.5,Hotel,chain,24/8/16,17/10/16,19/10/16,weekday
193,90.98,298322,9395,3,Hotel,non-chain,24/8/16,5/10/16,7/10/16,weekday
194,180.94,2313076,9395,5,Hotel,chain,24/8/16,13/10/16,15/10/16,weekday
195,159.42,180880,9395,4,Hotel,non-chain,24/8/16,16/10/16,18/10/16,weekend
196,183.62,2313076,9395,5,Hotel,chain,24/8/16,17/10/16,18/10/16,weekday
197,234.57,509832,9395,5,Hotel,non-chain,24/8/16,14/10/16,17/10/16,weekday
198,70.72,782884,9395,3,Hotel,chain,24/8/16,23/10/16,25/10/16,weekend
199,56.78,197996,9395,3.5,Hotel,non-chain,24/8/16,6/10/16,7/10/16,weekday
200,89,577502,9395,3.5,Hotel,non-chain,24/8/16,21/10/16,24/10/16,weekday
201,127.58,824942,9395,3.5,Serviced Apartment,non-chain,24/8/16,13/10/16,14/10/16,weekday
202,69.54,475894,9395,3,Serviced Apartment,non-chain,24/8/16,21/10/16,24/10/16,weekday
203,127.58,824942,9395,3.5,Serviced Apartment,non-chain,24/8/16,16/10/16,17/10/16,weekend
204,141.76,824942,9395,3.5,Serviced Apartment,non-chain,24/8/16,16/10/16,17/10/16,weekend
205,55.11,819180,9395,2.5,Hotel,chain,24/8/16,14/10/16,17/10/16,weekday
206,59.32,601910,9395,3.5,Hotel,non-chain,24/8/16,8/10/16,9/10/16,weekend
207,116.94,21272,9395,4,Hotel,non-chain,24/8/16,19/10/16,21/10/16,weekday
208,172.41,2313076,9395,5,Hotel,chain,24/8/16,9/10/16,11/10/16,weekend
209,41.86,197996,9395,3.5,Hotel,non-chain,24/8/16,3/10/16,4/10/16,weekday
210,92.14,782884,9395,3,Hotel,chain,24/8/16,16/10/16,18/10/16,weekend
211,92.43,297388,9395,2.5,Hotel,non-chain,24/8/16,15/10/16,18/10/16,weekend
212,90.98,298322,9395,3,Hotel,non-chain,25/8/16,13/10/16,16/10/16,weekday
213,68.68,866630,9395,3.5,Serviced Apartment,non-chain,25/8/16,4/10/16,7/10/16,weekday
214,158.71,257678,9395,4,Hotel,non-chain,25/8/16,10/10/16,12/10/16,weekday
215,144.04,96982,9395,4,Hotel,chain,25/8/16,21/10/16,23/10/16,weekday
216,90.95,298322,9395,3,Hotel,non-chain,25/8/16,22/10/16,25/10/16,weekend
217,168.22,148724,9395,4,Hotel,chain,25/8/16,2/10/16,4/10/16,weekend
218,123.69,257678,9395,4,Hotel,non-chain,25/8/16,5/10/16,7/10/16,weekday
219,121.95,257678,9395,4,Hotel,non-chain,25/8/16,4/10/16,7/10/16,weekday
220,88.34,577502,9395,3.5,Hotel,non-chain,25/8/16,20/10/16,21/10/16,weekday
221,105.16,21272,9395,4,Hotel,non-chain,25/8/16,1/10/16,3/10/16,weekend
222,105.16,21272,9395,4,Hotel,non-chain,25/8/16,1/10/16,3/10/16,weekend
223,257.08,510678,9395,5,Hotel,non-chain,25/8/16,6/10/16,9/10/16,weekday
224,263.06,180052,9395,5,Hotel,chain,25/8/16,4/10/16,7/10/16,weekday
225,50.88,197996,9395,3.5,Hotel,non-chain,25/8/16,6/10/16,7/10/16,weekday
226,57.56,924698,9395,3,Hotel,non-chain,25/8/16,16/10/16,19/10/16,weekend
227,51.82,1930960,9395,3,Hotel,non-chain,25/8/16,5/10/16,7/10/16,weekday
228,44.16,197996,9395,3.5,Hotel,non-chain,25/8/16,21/10/16,22/10/16,weekday
229,46.7,2325228,9395,2,Serviced Apartment,non-chain,25/8/16,16/10/16,17/10/16,weekend
230,46,2325228,9395,2,Serviced Apartment,non-chain,25/8/16,21/10/16,22/10/16,weekday
231,100.82,348814,9395,3.5,Hotel,non-chain,25/8/16,11/10/16,14/10/16,weekday
232,127.04,824942,9395,3.5,Serviced Apartment,non-chain,25/8/16,14/10/16,15/10/16,weekday
233,228.67,96982,9395,4,Hotel,chain,25/8/16,13/10/16,16/10/16,weekday
234,132.84,21272,9395,4,Hotel,non-chain,25/8/16,8/10/16,10/10/16,weekend
235,52.12,461084,9395,3,Hotel,non-chain,25/8/16,11/10/16,14/10/16,weekday
236,165.66,96982,9395,4,Hotel,chain,25/8/16,12/10/16,15/10/16,weekday
237,58.63,198004,9395,3,Hotel,non-chain,26/8/16,17/10/16,20/10/16,weekday
238,95.44,577502,9395,3.5,Hotel,non-chain,26/8/16,9/10/16,12/10/16,weekend
239,144.36,96982,9395,4,Hotel,chain,26/8/16,1/10/16,4/10/16,weekend
240,110.33,21272,9395,4,Hotel,non-chain,26/8/16,8/10/16,10/10/16,weekend
241,68.82,866630,9395,3.5,Serviced Apartment,non-chain,26/8/16,5/10/16,6/10/16,weekday
242,161.68,257678,9395,4,Hotel,non-chain,26/8/16,14/10/16,16/10/16,weekday
243,46.12,197996,9395,3.5,Hotel,non-chain,26/8/16,8/10/16,9/10/16,weekend
244,60.12,2314990,9395,2.5,Hostel,non-chain,26/8/16,5/10/16,8/10/16,weekday
245,131.4,373272,9395,4.5,Hotel,chain,26/8/16,15/10/16,18/10/16,weekend
246,154.54,148724,9395,4,Hotel,chain,26/8/16,2/10/16,4/10/16,weekend
247,362.56,2313076,9395,5,Hotel,chain,26/8/16,16/10/16,17/10/16,weekend
248,79.72,297388,9395,2.5,Hotel,non-chain,26/8/16,6/10/16,9/10/16,weekday
249,28.06,2386814,9395,2,Hostel,non-chain,26/8/16,9/10/16,11/10/16,weekend
250,66.8,373588,9395,3,Hotel,non-chain,26/8/16,1/10/16,2/10/16,weekend
251,95.94,309680,9395,3,Hotel,chain,26/8/16,23/10/16,25/10/16,weekend
252,46.1,2325228,9395,2,Serviced Apartment,non-chain,26/8/16,13/10/16,15/10/16,weekday
253,72.98,2386814,9395,2,Hostel,non-chain,26/8/16,21/10/16,22/10/16,weekday
254,46.8,2325228,9395,2,Serviced Apartment,non-chain,26/8/16,22/10/16,25/10/16,weekend
255,146.52,96982,9395,4,Hotel,chain,26/8/16,3/10/16,5/10/16,weekday
256,106.25,21418,9395,4,Hotel,chain,26/8/16,23/10/16,26/10/16,weekend
257,154.94,1853178,9395,4,Hotel,non-chain,26/8/16,5/10/16,6/10/16,weekday
258,125,601910,9395,3.5,Hotel,non-chain,27/8/16,22/10/16,23/10/16,weekend
259,55.92,197996,9395,3.5,Hotel,non-chain,27/8/16,1/10/16,2/10/16,weekend
260,49.1,197996,9395,3.5,Hotel,non-chain,27/8/16,20/10/16,21/10/16,weekday
261,116.3,21418,9395,4,Hotel,chain,27/8/16,6/10/16,7/10/16,weekday
262,49.7,197996,9395,3.5,Hotel,non-chain,27/8/16,2/10/16,3/10/16,weekend
263,123.38,21272,9395,4,Hotel,non-chain,27/8/16,3/10/16,4/10/16,weekday
264,134.54,179404,9395,3.5,Hotel,chain,27/8/16,5/10/16,6/10/16,weekday
265,255.2,141282,9395,5,Hotel,chain,27/8/16,8/10/16,9/10/16,weekend
266,158.16,21310,9395,4,Hotel,chain,27/8/16,20/10/16,21/10/16,weekday
267,69.46,601910,9395,3.5,Hotel,non-chain,27/8/16,2/10/16,3/10/16,weekend
268,41.38,197996,9395,3.5,Hotel,non-chain,27/8/16,22/10/16,23/10/16,weekend
269,156.11,96982,9395,4,Hotel,chain,27/8/16,1/10/16,3/10/16,weekend
270,20.96,1130156,9395,2.5,Hotel,non-chain,27/8/16,4/10/16,6/10/16,weekday
271,141.47,141282,9395,5,Hotel,chain,27/8/16,11/10/16,14/10/16,weekday
272,68.58,866630,9395,3.5,Serviced Apartment,non-chain,27/8/16,7/10/16,8/10/16,weekday
273,126.36,21272,9395,4,Hotel,non-chain,27/8/16,17/10/16,19/10/16,weekday
274,126.36,21272,9395,4,Hotel,non-chain,27/8/16,22/10/16,23/10/16,weekend
275,44.82,635588,9395,3,Hotel,non-chain,27/8/16,18/10/16,20/10/16,weekday
276,78.51,782884,9395,3,Hotel,chain,27/8/16,20/10/16,22/10/16,weekday
277,78.51,782884,9395,3,Hotel,chain,27/8/16,20/10/16,22/10/16,weekday
278,62.88,21378,9395,4,Hotel,non-chain,27/8/16,26/10/16,27/10/16,weekday
279,81.04,782884,9395,3,Hotel,chain,27/8/16,22/10/16,23/10/16,weekend
280,138.28,257678,9395,4,Hotel,non-chain,28/8/16,10/10/16,13/10/16,weekday
281,165.12,1853178,9395,4,Hotel,non-chain,28/8/16,22/10/16,23/10/16,weekend
282,83.26,495204,9395,3,Hotel,non-chain,28/8/16,1/10/16,2/10/16,weekend
283,63.16,297388,9395,2.5,Hotel,non-chain,28/8/16,3/10/16,5/10/16,weekday
284,63.16,297388,9395,2.5,Hotel,non-chain,28/8/16,3/10/16,5/10/16,weekday
285,49.9,197996,9395,3.5,Hotel,non-chain,28/8/16,19/10/16,20/10/16,weekday
286,61.42,197996,9395,3.5,Hotel,non-chain,28/8/16,19/10/16,20/10/16,weekday
287,138,141282,9395,5,Hotel,chain,28/8/16,5/10/16,6/10/16,weekday
288,199.36,2313076,9395,5,Hotel,chain,28/8/16,9/10/16,10/10/16,weekend
289,190.7,180880,9395,4,Hotel,non-chain,28/8/16,21/10/16,24/10/16,weekday
290,75.8,2154138,9395,2.5,Hostel,non-chain,28/8/16,2/10/16,5/10/16,weekend
291,143.1,510678,9395,5,Hotel,non-chain,28/8/16,9/10/16,10/10/16,weekend
292,87.02,577502,9395,3.5,Hotel,non-chain,28/8/16,9/10/16,10/10/16,weekend
293,173.46,96982,9395,4,Hotel,chain,28/8/16,9/10/16,11/10/16,weekend
294,123.04,223080,9395,3.5,Guest House / Bed & Breakfast,non-chain,28/8/16,2/10/16,5/10/16,weekend
295,49.64,197996,9395,3.5,Hotel,non-chain,28/8/16,1/10/16,2/10/16,weekend
296,58.36,198004,9395,3,Hotel,non-chain,28/8/16,14/10/16,15/10/16,weekday
