book_id,ADR_USD,hotel_id,city_id,star_rating,accommodation_type_name,chain_hotel,booking_date,checkin_date,checkout_date,checkin_day
211,70.29,611570,17193,4,Resort,non-chain,9/9/16,26/10/16,28/10/16,weekday
212,95.88,541914,17193,3,Resort,non-chain,9/9/16,7/10/16,8/10/16,weekday
213,164.82,373298,17193,3,Serviced Apartment,non-chain,9/9/16,20/10/16,21/10/16,weekday
214,76.43,1636646,17193,3,Hotel,non-chain,9/9/16,18/10/16,20/10/16,weekday
215,147.08,91124,17193,5,Resort,non-chain,9/9/16,7/10/16,8/10/16,weekday
216,18.34,1861852,17193,2,Serviced Apartment,non-chain,9/9/16,6/10/16,9/10/16,weekday
217,556.16,12198,17193,4,Resort,non-chain,9/9/16,3/10/16,6/10/16,weekday
218,61.14,1853838,17193,1,Guest House / Bed & Breakfast,non-chain,9/9/16,3/10/16,4/10/16,weekday
219,48.22,138770,17193,3,Resort,non-chain,9/9/16,15/10/16,18/10/16,weekend
220,192.92,318482,17193,4,Resort,non-chain,9/9/16,23/10/16,24/10/16,weekend
221,246.8,475030,17193,4,Resort,non-chain,9/9/16,6/10/16,7/10/16,weekday
222,80.3,1514176,17193,3,Resort,non-chain,10/9/16,6/10/16,7/10/16,weekday
223,95.19,577382,17193,3,Resort,non-chain,10/9/16,30/10/16,2/11/16,weekend
224,60.88,1146892,17193,3,Guest House / Bed & Breakfast,non-chain,10/9/16,1/10/16,2/10/16,weekend
225,97.36,890782,17193,4,Resort,non-chain,10/9/16,9/11/16,10/11/16,weekday
226,159.37,1576560,17193,4,Resort,non-chain,10/9/16,7/10/16,10/10/16,weekday
227,428.18,528496,17193,4,Resort Villa,non-chain,10/9/16,1/10/16,4/10/16,weekend
228,66.28,1815214,17193,2,Resort Villa,non-chain,10/9/16,27/10/16,28/10/16,weekday
229,143.58,582268,17193,4,Resort,chain,11/9/16,13/10/16,16/10/16,weekday
230,178.76,99524,17193,3,Resort,non-chain,11/9/16,2/11/16,4/11/16,weekday
231,51.82,1330652,17193,3,Hotel,chain,11/9/16,20/10/16,23/10/16,weekday
232,220.69,496992,17193,4,Resort,non-chain,11/9/16,6/10/16,8/10/16,weekday
233,48.48,461394,17193,3,Resort,non-chain,11/9/16,8/10/16,9/10/16,weekend
234,232.46,195184,17193,5,Resort,chain,11/9/16,24/10/16,27/10/16,weekday
235,40.42,1277894,17193,2,Hotel,non-chain,11/9/16,19/10/16,20/10/16,weekday
236,40.42,1277894,17193,2,Hotel,non-chain,11/9/16,20/10/16,21/10/16,weekday
237,619.22,195300,17193,5,Resort,non-chain,11/9/16,12/10/16,15/10/16,weekday
238,43.52,1277894,17193,2,Hotel,non-chain,11/9/16,19/10/16,22/10/16,weekday
239,87.9,583688,17193,3,Bungalow,non-chain,11/9/16,2/10/16,5/10/16,weekend
240,155.98,671300,17193,4,Resort,non-chain,11/9/16,12/10/16,13/10/16,weekday
241,263.68,1243334,17193,4,Hotel,chain,11/9/16,21/10/16,23/10/16,weekday
242,152.84,671300,17193,4,Resort,non-chain,11/9/16,15/10/16,16/10/16,weekend
243,155.98,671300,17193,4,Resort,non-chain,12/9/16,6/11/16,8/11/16,weekend
244,68.6,2321888,17193,2,Guest House / Bed & Breakfast,non-chain,12/9/16,14/10/16,17/10/16,weekday
245,58.28,890782,17193,4,Resort,non-chain,12/9/16,30/10/16,31/10/16,weekend
246,87.9,97372,17193,3,Resort,non-chain,12/9/16,6/10/16,8/10/16,weekday
247,98.88,97372,17193,3,Resort,non-chain,12/9/16,6/10/16,8/10/16,weekday
248,178.7,195200,17193,3,Resort,non-chain,12/9/16,27/10/16,28/10/16,weekday
249,50.48,461394,17193,3,Resort,non-chain,12/9/16,28/10/16,31/10/16,weekday
250,60.98,144008,17193,3,Resort,non-chain,12/9/16,5/10/16,7/10/16,weekday
251,164.98,3644,17193,5,Resort,chain,12/9/16,9/11/16,12/11/16,weekday
252,429.94,195300,17193,5,Resort,non-chain,12/9/16,31/10/16,1/11/16,weekday
253,71.64,861894,17193,3,Resort,non-chain,12/9/16,28/10/16,29/10/16,weekday
254,47.72,823480,17193,1,Guest House / Bed & Breakfast,non-chain,12/9/16,18/10/16,21/10/16,weekday
255,53.15,584172,17193,2,Guest House / Bed & Breakfast,non-chain,12/9/16,17/10/16,20/10/16,weekday
256,372.06,528496,17193,4,Resort Villa,non-chain,12/9/16,8/10/16,10/10/16,weekend
257,70.36,1248060,17193,3,Hotel,non-chain,13/9/16,23/10/16,26/10/16,weekend
258,24.32,1743438,17193,1,Guest House / Bed & Breakfast,non-chain,13/9/16,24/10/16,25/10/16,weekday
259,54.8,1146892,17193,3,Guest House / Bed & Breakfast,non-chain,13/9/16,28/10/16,31/10/16,weekday
260,87.41,592520,17193,4,Hotel,non-chain,13/9/16,3/10/16,6/10/16,weekday
261,79.62,97354,17193,3,Hotel,non-chain,13/9/16,29/10/16,31/10/16,weekend
262,21.28,1248714,17193,2,Resort,non-chain,13/9/16,2/11/16,4/11/16,weekday
263,64.98,979868,17193,3,Resort Villa,non-chain,13/9/16,30/10/16,31/10/16,weekend
264,83.61,1222876,17193,3,Hotel,non-chain,13/9/16,17/10/16,20/10/16,weekday
265,83.92,592520,17193,4,Hotel,non-chain,13/9/16,15/10/16,17/10/16,weekend
266,67.68,2231640,17193,3,Guest House / Bed & Breakfast,non-chain,13/9/16,11/10/16,13/10/16,weekday
267,193.68,1576560,17193,4,Resort,non-chain,14/9/16,13/10/16,15/10/16,weekday
268,299.44,1576560,17193,4,Resort,non-chain,14/9/16,13/10/16,15/10/16,weekday
269,76.2,2387924,17193,3.5,Hotel,non-chain,14/9/16,3/10/16,5/10/16,weekday
270,150.76,583938,17193,3,Resort Villa,non-chain,14/9/16,23/10/16,25/10/16,weekend
271,98.92,2122366,17193,3,Hotel,non-chain,14/9/16,21/10/16,24/10/16,weekday
272,195.84,12198,17193,4,Resort,non-chain,14/9/16,19/10/16,21/10/16,weekday
273,114.4,583688,17193,3,Bungalow,non-chain,14/9/16,4/10/16,6/10/16,weekday
274,35.68,461394,17193,3,Resort,non-chain,14/9/16,14/10/16,16/10/16,weekday
275,152.58,1097136,17193,3,Resort,non-chain,14/9/16,21/10/16,23/10/16,weekday
276,64.92,339534,17193,4,Resort,chain,14/9/16,26/10/16,28/10/16,weekday
277,164.86,1243334,17193,4,Hotel,chain,14/9/16,5/10/16,7/10/16,weekday
278,397.92,195300,17193,5,Resort,non-chain,14/9/16,2/11/16,5/11/16,weekday
279,71.22,513450,17193,4,Resort,non-chain,14/9/16,1/10/16,3/10/16,weekend
280,160.24,1563948,17193,3,Guest House / Bed & Breakfast,non-chain,14/9/16,1/10/16,4/10/16,weekend
281,156.58,770,17193,4,Hotel,chain,14/9/16,13/10/16,14/10/16,weekday
282,184.82,1092704,17193,4,Hotel,non-chain,15/9/16,15/10/16,18/10/16,weekend
283,61.38,578630,17193,3,Resort,non-chain,15/9/16,27/10/16,30/10/16,weekday
284,72.42,1244576,17193,4,Hotel,chain,15/9/16,18/10/16,19/10/16,weekday
285,146.6,156510,17193,4,Hotel,non-chain,15/9/16,9/10/16,10/10/16,weekend
286,94.11,592520,17193,4,Hotel,non-chain,15/9/16,14/10/16,16/10/16,weekday
287,103.05,592520,17193,4,Hotel,non-chain,15/9/16,14/10/16,16/10/16,weekday
288,227.22,606952,17193,4,Resort,non-chain,15/9/16,2/10/16,5/10/16,weekend
289,52.38,2270038,17193,1,Guest House / Bed & Breakfast,non-chain,15/9/16,1/11/16,4/11/16,weekday
290,73.37,611570,17193,4,Resort,non-chain,15/9/16,21/10/16,23/10/16,weekday
291,106.08,461140,17193,3,Hotel,non-chain,15/9/16,22/10/16,24/10/16,weekend
292,37.66,461394,17193,3,Resort,non-chain,15/9/16,30/10/16,31/10/16,weekend
293,101.26,2122366,17193,3,Hotel,non-chain,15/9/16,18/10/16,20/10/16,weekday
